OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,NAICS_Code,NAICS_Description
oral_surgeon,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
rheumatologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
surgeon,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
maternity_wear,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cosmetic_surgeon,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
geriatric_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
abortion_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
orthopedist,Healthcare & Medical,Healthcare & Medical,621111,Offices of Physicians (except Mental Health Specialists)
sex_therapist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_sciences_schools,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_research_and_development,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
doctor,Healthcare & Medical,Healthcare & Medical,621111,Offices of Physicians (except Mental Health Specialists)
animal_assisted_therapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
urgent_care_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
ophthalmologist,Healthcare & Medical,Healthcare & Medical,621111,Offices of Physicians (except Mental Health Specialists)
neuropathologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
toxicologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_spa,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
sperm_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
sports_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
dentist,Healthcare & Medical,Healthcare & Medical,621210,Offices of Dentists
health_insurance_office,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
osteopathic_physician,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
hypnosis_hypnotherapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_oncology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
prenatal_perinatal_care,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
dental_hygienist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
acupuncture,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pharmacy_schools,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cryotherapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
hospice,Healthcare & Medical,Healthcare & Medical,621610,Home Health Care Services
hematology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
hospitalist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
plastic_surgeon,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
clinical_laboratories,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
audiologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
health_spa,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
marriage_or_relationship_counselor,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_cardiology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
walk_in_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
nephrologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
dialysis_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
immunodermatologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
emergency_room,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_nephrology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
emergency_pet_hospital,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cannabis_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_transportation,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
concierge_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_law,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
skilled_nursing,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
hydrotherapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
neurologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
massage_therapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cardiovascular_and_thoracic_surgeon,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_service_organizations,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
health_consultant,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
health_and_wellness_club,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
psychotherapist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pet_hospice,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pharmacy,Healthcare & Medical,Healthcare & Medical,446110,Pharmacies and Drug Stores
psychiatrist,Healthcare & Medical,Healthcare & Medical,621112,"Offices of Physicians, Mental Health Specialists"
laser_eye_surgery_lasik,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
eye_care_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
obstetrician_and_gynecologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
dermatologist,Healthcare & Medical,Healthcare & Medical,621111,Offices of Physicians (except Mental Health Specialists)
naturopathic_holistic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
hospital_equipment_and_supplies,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
acne_treatment,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
podiatrist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
dentistry_schools,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
home_health_care,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
hospital,Healthcare & Medical,Healthcare & Medical,622110,General Medical and Surgical Hospitals
holistic_animal_care,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_anesthesiology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_school,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
preventive_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
childrens_hospital,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
environmental_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
child_psychiatrist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_cannabis_referral,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_endocrinology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
addiction_rehabilitation_center,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
neurotologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
animal_physical_therapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
homeopathic_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
gardener,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
air_duct_cleaning_service,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
industrial_cleaning_services,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
deck_and_railing_sales_service,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
key_and_locksmith,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
carpet_cleaning,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
garage_door_service,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
gutter_service,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
junk_removal_and_hauling,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
cleaning_products_supplier,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
cleaning_services,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
pressure_washing,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
indoor_landscaping,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
chimney_service,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
handyman,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
solar_panel_cleaning,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
movers,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
patio_covers,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
chimney_sweep,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
dry_cleaning,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
tree_services,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
snow_removal_service,Home & Garden Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
