OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_ID,FSQ_Category_Label,FSQ_Category_Primary,FSQ_Category_Secondary,Match_Score,Match_Quality
restaurant_wholesale,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
food_tours,Food & Dining,Food & Dining,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,0.8,High
uruguayan_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
public_restrooms,Food & Dining,Food & Dining,12092,Community and Government > Public Bathroom,Community and Government , Public Bathroom,0.774,Medium
live_and_raw_food_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
scottish_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
airport_lounge,Food & Dining,Food & Dining,19023,Travel and Transportation > Port,Travel and Transportation , Port,0.9,High
filipino_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
taco_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
molecular_gastronomy_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
lebanese_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
canadian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
salvadoran_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
vegan_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
kosher_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
trinidadian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
pretzels,Food & Dining,Food & Dining,17000,Retail,Retail,,0.571,Low
hot_dog_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
jamaican_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
donuts,Food & Dining,Food & Dining,13043,Dining and Drinking > Donut Shop,Dining and Drinking , Donut Shop,0.75,Medium
pie_shop,Food & Dining,Food & Dining,17108,Retail > Pawn Shop,Retail , Pawn Shop,0.706,Medium
frozen_yoghurt_shop,Food & Dining,Food & Dining,13043,Dining and Drinking > Donut Shop,Dining and Drinking , Donut Shop,0.621,Medium
mexican_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
poutinerie_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
asian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
health_food_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
pakistani_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
wine_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
theme_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
polish_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
meat_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
bartending_school,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
colombian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
brazilian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
chilean_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
hungarian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
comfort_food_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
austrian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
gay_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
kurdish_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
serbo_croatian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
food_truck,Food & Dining,Food & Dining,13054,Dining and Drinking > Food Truck,Dining and Drinking , Food Truck,1.0,High
tapas_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
pan_asian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
wrap_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
bangladeshi_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
lounge,Food & Dining,Food & Dining,19056,Travel and Transportation > Travel Lounge,Travel and Transportation , Travel Lounge,0.9,High
cambodian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
swiss_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
pizza_delivery_service,Food & Dining,Food & Dining,11069,Business and Professional Services > Laundry Service,Business and Professional Services , Laundry Service,0.649,Medium
cocktail_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
haitian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
turkish_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
soup_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
spanish_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
arabian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
empanadas,Food & Dining,Food & Dining,17100,Retail > Newsstand,Retail , Newsstand,0.444,Low
public_relations,Food & Dining,Food & Dining,11191,Business and Professional Services > Public Relations Firm,Business and Professional Services , Public Relations Firm,0.9,High
dominican_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
popcorn_shop,Food & Dining,Food & Dining,17108,Retail > Pawn Shop,Retail , Pawn Shop,0.667,Medium
piano_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
whiskey_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
b2b_agriculture_and_food,Food & Dining,Food & Dining,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,0.643,Medium
coffee_roastery,Food & Dining,Food & Dining,12003,Community and Government > Cemetery,Community and Government , Cemetery,0.609,Medium
food_banks,Food & Dining,Food & Dining,15005,Health and Medicine > Blood Bank,Health and Medicine , Blood Bank,0.8,High
fast_food_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
restaurant_management,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
noodles_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
paraguayan_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
korean_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
iberian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
food_delivery_service,Food & Dining,Food & Dining,11056,Business and Professional Services > Food and Beverage Service,Business and Professional Services , Food and Beverage Service,0.783,Medium
chinese_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
bakery,Food & Dining,Food & Dining,13002,Dining and Drinking > Bakery,Dining and Drinking , Bakery,1.0,High
taiwanese_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
butcher_shop,Food & Dining,Food & Dining,11118,Business and Professional Services > Machine Shop,Business and Professional Services , Machine Shop,0.667,Medium
latin_american_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
dive_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High
panamanian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
costa_rican_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
nigerian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
vegetarian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
seafood_wholesaler,Food & Dining,Food & Dining,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,0.9,High
italian_restaurant,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.9,High
