OM_CATEGORY_LABEL,OM_SIMPLIFIED_CATEGORY,OM_UPDATED_CATEGORY,FSQ_CATEGORY_ID,FSQ_CATEGORY_LABEL,FSQ_CATEGORY_PRIMARY,FSQ_CATEGORY_SECONDARY,MATCH_SCORE,MATCHED_TEXT,ALTERNATES
lawyer,Professional Services,Professional Services,11053,Business and Professional Services > Financial Service > Financial Planner,Business and Professional Services , Financial Service ,60.00000000000001,financial planner,Business and Professional Services > Financial Service > Financial Planner (ID 11053) [60.00000000000001]; Business and Professional Services > Health and Beauty Service > Dry Cleaner (ID 11066) [60.00000000000001]; Business and Professional Services > Home Improvement Service > Kitchen Remodeler (ID 11091) [60.00000000000001]; Business and Professional Services > Legal Service > Law Office (ID 11112) [60.00000000000001]; Business and Professional Services > Lottery Retailer (ID 11117) [60.00000000000001]
architectural_designer,Professional Services,Professional Services,11090,Business and Professional Services > Home Improvement Service > Interior Designer,Business and Professional Services , Home Improvement Service ,85.5,business and professional services home improvement service interior designer,Business and Professional Services > Home Improvement Service > Interior Designer (ID 11090) [85.5]; Business and Professional Services > Technology Business > Website Designer (ID 11169) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [71.7948717948718]; Business and Professional Services > Engineer (ID 11034) [60.00000000000001]; Business and Professional Services > Home Improvement Service > Painter (ID 11094) [60.00000000000001]
paralegal_services,Professional Services,Professional Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
civil_rights_lawyers,Professional Services,Professional Services,11110,Business and Professional Services > Leather Supplier,Business and Professional Services , Leather Supplier,49.50000000000001,business and professional services leather supplier,"Business and Professional Services > Leather Supplier (ID 11110) [49.50000000000001]; Business and Professional Services > Health and Beauty Service > Dry Cleaner (ID 11066) [47.36842105263159]; Business and Professional Services > Shipping, Freight, and Material Transportation Service (ID 11163) [47.36842105263159]; Business and Professional Services > Financial Service > Financial Planner (ID 11053) [47.025000000000006]; Business and Professional Services > Advertising Agency (ID 11001) [45.0]"
architectural_tours,Professional Services,Professional Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,72.22222222222221,architecture firm,Business and Professional Services > Architecture Firm (ID 11003) [72.22222222222221]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [55.862068965517246]; Business and Professional Services > Office > Tech Startup (ID 11180) [52.5]; Business and Professional Services > Factory (ID 11040) [51.42857142857142]; Business and Professional Services > Home Improvement Service > Fence Contractor (ID 11084) [51.42857142857142]
workers_compensation_law,Professional Services,Professional Services,11112,Business and Professional Services > Legal Service > Law Office,Business and Professional Services , Legal Service ,85.5,business and professional services legal service law office,Business and Professional Services > Legal Service > Law Office (ID 11112) [85.5]; Business and Professional Services > Construction (ID 11028) [60.00000000000001]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [60.00000000000001]; Business and Professional Services > Health and Beauty Service > Spa (ID 11073) [60.00000000000001]; Business and Professional Services > TV Station (ID 11173) [59.85]
accountant,Professional Services,Professional Services,11043,Business and Professional Services > Financial Service > Accounting and Bookkeeping Service,Business and Professional Services , Financial Service ,75.78947368421052,accounting and bookkeeping service,Business and Professional Services > Financial Service > Accounting and Bookkeeping Service (ID 11043) [75.78947368421052]; Business and Professional Services > Management Consultant (ID 11119) [63.0]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [60.00000000000001]; Business and Professional Services > Home Improvement Service > Fence Contractor (ID 11084) [57.0]; Business and Professional Services > Home Improvement Service > General Contractor (ID 11086) [57.0]
financial_advising,Professional Services,Professional Services,11042,Business and Professional Services > Financial Service,Business and Professional Services , Financial Service,85.5,business and professional services financial service,Business and Professional Services > Financial Service (ID 11042) [85.5]; Business and Professional Services > Financial Service > Accounting and Bookkeeping Service (ID 11043) [85.5]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [85.5]; Business and Professional Services > Financial Service > Banking and Finance > Bank (ID 11045) [85.5]; Business and Professional Services > Financial Service > Banking and Finance (ID 11046) [85.5]
dui_law,Professional Services,Professional Services,11146,Business and Professional Services > Real Estate Service > Building and Land Surveyor,Business and Professional Services , Real Estate Service ,61.07142857142858,building and land surveyor,Business and Professional Services > Real Estate Service > Building and Land Surveyor (ID 11146) [61.07142857142858]; Business and Professional Services > Legal Service > Law Office (ID 11112) [57.0]; Business and Professional Services > Financial Service > Financial Planner (ID 11053) [51.42857142857142]; Business and Professional Services > Laundromat (ID 11068) [51.42857142857142]; Business and Professional Services > Laundry Service (ID 11069) [51.42857142857142]
business_consulting,Professional Services,Professional Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
videographer,Professional Services,Professional Services,11138,Business and Professional Services > Photography Service > Photographer,Business and Professional Services , Photography Service ,72.0,business and professional services photography service photographer,Business and Professional Services > Photography Service > Photographer (ID 11138) [72.0]; Business and Professional Services > Photography Service (ID 11137) [60.00000000000001]; Business and Professional Services > Photography Service > Photography Lab (ID 11139) [60.00000000000001]; Business and Professional Services > Photography Service > Photography Studio (ID 11140) [60.00000000000001]; Business and Professional Services > Real Estate Service > Commercial Real Estate Developer (ID 11147) [56.84210526315789]
web_designer,Professional Services,Professional Services,11169,Business and Professional Services > Technology Business > Website Designer,Business and Professional Services , Technology Business ,85.71428571428572,website designer,Business and Professional Services > Technology Business > Website Designer (ID 11169) [85.71428571428572]; Business and Professional Services > Home Improvement Service > Interior Designer (ID 11090) [85.5]; Business and Professional Services > Design Studio (ID 11030) [60.00000000000001]; Business and Professional Services > Engineer (ID 11034) [60.00000000000001]; Business and Professional Services > Home Improvement Service > Painter (ID 11094) [60.00000000000001]
bookkeeper,Professional Services,Professional Services,11043,Business and Professional Services > Financial Service > Accounting and Bookkeeping Service,Business and Professional Services , Financial Service ,72.0,accounting and bookkeeping service,Business and Professional Services > Financial Service > Accounting and Bookkeeping Service (ID 11043) [72.0]; Business and Professional Services > Financial Service > Business Broker (ID 11047) [56.25]; Business and Professional Services > Financial Service > Stock Broker (ID 11055) [56.25]; Business and Professional Services > Home Improvement Service > Mover (ID 11093) [51.42857142857142]; Business and Professional Services > Real Estate Service > Commercial Real Estate Developer (ID 11147) [51.42857142857142]
graphic_designer,Professional Services,Professional Services,11090,Business and Professional Services > Home Improvement Service > Interior Designer,Business and Professional Services , Home Improvement Service ,85.5,business and professional services home improvement service interior designer,Business and Professional Services > Home Improvement Service > Interior Designer (ID 11090) [85.5]; Business and Professional Services > Technology Business > Website Designer (ID 11169) [85.5]; Business and Professional Services > Engineer (ID 11034) [60.00000000000001]; Business and Professional Services > Home Improvement Service > Painter (ID 11094) [60.00000000000001]; Business and Professional Services > Design Studio (ID 11030) [56.25]
criminal_defense_law,Professional Services,Professional Services,11112,Business and Professional Services > Legal Service > Law Office,Business and Professional Services , Legal Service ,85.5,business and professional services legal service law office,Business and Professional Services > Legal Service > Law Office (ID 11112) [85.5]; Business and Professional Services > Home Improvement Service > Electrician (ID 11083) [52.94117647058824]; Business and Professional Services > Financial Service > Banking and Finance > Credit Union (ID 11051) [50.0]; Business and Professional Services > Financial Service > Loans Agency (ID 11054) [49.50000000000001]; Business and Professional Services > Laundromat (ID 11068) [49.50000000000001]
