OM_Category,Best_Match_FSQ_Category_Label,Best_Match_FSQ_Category_Name,Best_Match_FSQ_Category_ID,Confidence_Score,Alternative_1_FSQ_Label,Alternative_1_Score,Alternative_2_FSQ_Label,Alternative_2_Score,Alternative_3_FSQ_Label,Alternative_3_Score,Alternative_4_FSQ_Label,Alternative_4_Score
cosmetic_products_manufacturer,Business and Professional Services > Chemicals and Gasses Manufacturer,Chemicals and Gasses Manufacturer,63be6904847c3692a84b9b34,41.73,Business and Professional Services > Manufacturer,39.19,Retail > Cosmetics Store,26.11,Retail > Automotive Retail > Car Parts and Accessories,18.91,Retail > Arts and Crafts Store,18.67
cosmetic_surgeon,Health and Medicine > Physician > Plastic Surgeon,Plastic Surgeon,63be6904847c3692a84b9bd8,53.97,Health and Medicine > Physician > Orthopedic Surgeon,51.24,Health and Medicine > Physician > Oral Surgeon,48.71,Health and Medicine > Physician > General Surgeon,46.23,Retail > Cosmetics Store,33.97
cosmetology_school,Community and Government > Education > Primary and Secondary School > Elementary School,Elementary School,4f4533804b9074f6e4fb0105,48.14,Community and Government > Education > College and University > Medical School,48.0,Community and Government > Education > Nursery School,48.0,Sports and Recreation > Water Sports > Swimming > Swim School,47.83,Community and Government > Education > Computer Training School,47.76
costa_rican_restaurant,Dining and Drinking > Restaurant > Caribbean Restaurant > Puerto Rican Restaurant,Puerto Rican Restaurant,5f2c2abab6d05514c70446e4,61.67,Dining and Drinking > Restaurant > French Restaurant > Corsican Restaurant,51.46,Dining and Drinking > Restaurant > African Restaurant,50.33,Dining and Drinking > Restaurant > American Restaurant,49.5,Dining and Drinking > Restaurant > Austrian Restaurant,49.5
costume_museum,Retail > Costume Store,Costume Store,52f2ab2ebcbc57f1066b8b17,52.63,Arts and Entertainment > Museum > Art Museum,49.67,Arts and Entertainment > Museum > History Museum,48.71,Arts and Entertainment > Museum > Science Museum,48.71,Arts and Entertainment > Museum,47.0
costume_store,Retail > Costume Store,Costume Store,52f2ab2ebcbc57f1066b8b17,86.0,Retail > Cosmetics Store,54.43,Retail > Food and Beverage Retail > Gourmet Store,53.77,Retail > Sporting Goods Retail > Skate Store,53.0,Retail > Computers and Electronics Retail > Camera Store,51.8
cottage,Landmarks and Outdoors > Cave,Cave,56aa371be4b08b9a8d573511,21.82,Dining and Drinking > Restaurant > Mexican Restaurant > Botanero,21.33,Landmarks and Outdoors > States and Municipalities > State,20.0,Retail > Costume Store,20.0,Sports and Recreation > Baseball > Batting Cages,20.0
cotton_mill,Retail > Outlet Mall,Outlet Mall,5744ccdfe4b0c0459246b4df,25.45,Landmarks and Outdoors > Windmill,24.05,Community and Government > Town Hall,24.0,Arts and Entertainment > Performing Arts Venue > Concert Hall,20.87,Business and Professional Services > Construction,20.87
counseling_and_mental_health,Health and Medicine > Mental Health Service,Mental Health Service,63be6904847c3692a84b9bc1,52.2,Health and Medicine > Mental Health Service > Mental Health Clinic,51.33,Health and Medicine > Mental Health Service > Psychologist,48.27,Health and Medicine > Healthcare Clinic,36.63,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,36.33
countertop_installation,Arts and Entertainment > Performing Arts Venue > Concert Hall,Concert Hall,5032792091d4c4b30a586d5c,22.86,Travel and Transportation > Fuel Station,22.86,Travel and Transportation > Transport Hub > Tram Station,22.86,Dining and Drinking > Restaurant > Caribbean Restaurant > Puerto Rican Restaurant,22.61,Business and Professional Services > TV Station,21.82
country_club,Arts and Entertainment > Country Club,Country Club,63be6904847c3692a84b9b22,86.0,Arts and Entertainment > Country Dance Club,75.0,Landmarks and Outdoors > States and Municipalities > Country,52.47,Arts and Entertainment > Comedy Club,50.83,Arts and Entertainment > Night Club,48.45
country_dance_hall,Arts and Entertainment > Country Dance Club,Country Dance Club,52e81612bcbc57f1066b79ef,63.0,Arts and Entertainment > Dance Hall,58.24,Arts and Entertainment > Country Club,43.0,Arts and Entertainment > Performing Arts Venue > Concert Hall,43.0,Community and Government > Education > College and University > College Residence Hall,40.33
country_house,Arts and Entertainment > Country Club,Country Club,63be6904847c3692a84b9b22,51.8,Landmarks and Outdoors > States and Municipalities > Country,51.0,Community and Government > Organization > Club House,50.83,Retail > Auction House,50.69,Arts and Entertainment > Performing Arts Venue > Opera House,49.67
courier_and_delivery_services,Business and Professional Services,Business and Professional Services,4d4b7105d754a06375d81259,40.46,Business and Professional Services > Office,37.44,Business and Professional Services > Tailor,37.44,Business and Professional Services > Factory,37.16,Business and Professional Services > Ballroom,36.87
court_reporter,Dining and Drinking > Food Court,Food Court,4bf58dd8d48988d120951735,39.67,Sports and Recreation > Racquet Sports > Squash Court,38.38,Sports and Recreation > Racquet Sports > Tennis > Tennis Court,38.38,Sports and Recreation > Racquet Sports > Badminton Court,36.79,Sports and Recreation > Basketball > Basketball Court,36.33
courthouse,Community and Government > Government Building > Courthouse,Courthouse,4bf58dd8d48988d12b941735,86.0,Community and Government > Organization > Club House,28.0,Arts and Entertainment > Performing Arts Venue > Opera House,26.67,Community and Government > Education > College and University > Sorority House,26.67,Business and Professional Services > Warehouse,25.26
coworking_space,Business and Professional Services > Office > Coworking Space,Coworking Space,4bf58dd8d48988d174941735,86.0,Business and Professional Services > Outdoor Event Space,46.53,Business and Professional Services > Event Space,44.54,Community and Government > Polling Place,25.71,Business and Professional Services > Automotive Service > Towing Service,24.83
cpr_classes,Arts and Entertainment > VR Cafe,VR Cafe,5f2c14a5b6d05514c7042eb7,22.22,Business and Professional Services > Health and Beauty Service > Dry Cleaner,21.82,Business and Professional Services > Appraiser,20.0,Community and Government > Education > College and University > College Classroom,20.0,Dining and Drinking > Restaurant > French Restaurant > Brasserie,20.0
craft_shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Coffee Shop,4bf58dd8d48988d1e0931735,49.67,Dining and Drinking > Dessert Shop > Gelato Shop,49.67,Dining and Drinking > Dessert Shop > Waffle Shop,49.67,Dining and Drinking > Dessert Shop,48.45,Dining and Drinking > Dessert Shop > Cupcake Shop,48.45
crane_services,Community and Government > Organization > Social Services Organization,Social Services Organization,63be6904847c3692a84b9baf,43.95,Business and Professional Services,43.0,Business and Professional Services > Office,39.84,Business and Professional Services > Tailor,39.84,Business and Professional Services > Factory,39.55
credit_and_debt_counseling,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,Credit Counseling and Bankruptcy Service,63be6904847c3692a84b9b42,50.27,Business and Professional Services > Financial Service > Banking and Finance > Credit Union,39.49,Business and Professional Services > Career Counselor,22.86,Dining and Drinking,21.33,Sports and Recreation > Curling Ice,20.98
credit_union,Business and Professional Services > Financial Service > Banking and Finance > Credit Union,Credit Union,5032850891d4c4b30a586d62,86.0,Community and Government > Organization > Labor Union,47.35,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,39.92,Business and Professional Services > Recording Studio,22.86,Community and Government > Education,22.86
cremation_services,Business and Professional Services,Business and Professional Services,4d4b7105d754a06375d81259,44.54,Community and Government > Organization > Social Services Organization,42.13,Business and Professional Services > Office,41.36,Business and Professional Services > Tailor,41.36,Business and Professional Services > Factory,41.06
cricket_ground,Sports and Recreation > Cricket Ground,Cricket Ground,4bf58dd8d48988d18a941735,86.0,Community and Government > Education > College and University > College Cricket Pitch,41.29,Landmarks and Outdoors > Campground,26.33,Landmarks and Outdoors > Park > Playground,23.0,Travel and Transportation > Transport Hub > Airport > Airport Ticket Counter,22.22
criminal_defense_law,Business and Professional Services > Legal Service > Law Office,Law Office,52f2ab2ebcbc57f1066b8b3f,24.9,Community and Government > Education > College and University > Law School,21.84,Community and Government > Government Building > Law Enforcement and Public Safety,21.18,Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station,20.17,Community and Government > Government Building > Law Enforcement and Public Safety > Police Station,20.06
crisis_intervention_services,Business and Professional Services,Business and Professional Services,4d4b7105d754a06375d81259,39.56,Business and Professional Services > Translation Service,38.24,Business and Professional Services > Telecommunication Service,36.78,Business and Professional Services > Office,36.62,Business and Professional Services > Tailor,36.62
crops_production,Business and Professional Services > Construction,Construction,63be6904847c3692a84b9b36,22.86,Health and Medicine > Chiropractor,22.86,Community and Government > Education,22.4,Community and Government > Education > Adult Education,20.65,Dining and Drinking > Restaurant > French Restaurant > Lyonese Bouchon,20.65
cryotherapy,Business and Professional Services > Home Improvement Service > Carpenter,Carpenter,63be6904847c3692a84b9b4d,20.0,Dining and Drinking > Cafeteria,20.0,Retail > Food and Beverage Retail > Coffee Roaster,19.2,Community and Government > Government Building > Courthouse,19.05,Business and Professional Services > Home Improvement Service > Roofer,18.82
csa_farm,Landmarks and Outdoors > Farm,Farm,4bf58dd8d48988d15b941735,49.67,Dining and Drinking > Bar > Sake Bar,25.0,Travel and Transportation > Cable Car,23.53,Event > Marketplace > Trade Fair,22.22,Sports and Recreation > Skating > Skate Park,22.22
cuban_restaurant,Dining and Drinking > Restaurant > Caribbean Restaurant > Cuban Restaurant,Cuban Restaurant,4bf58dd8d48988d154941735,86.0,Dining and Drinking > Restaurant > Italian Restaurant > Umbrian Restaurant,58.29,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Hunan Restaurant,58.0,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Szechuan Restaurant,57.29,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Fujian Restaurant,56.94
cultural_center,Community and Government > Cultural Center,Cultural Center,52e81612bcbc57f1066b7a32,86.0,Community and Government > Spiritual Center,51.39,Health and Medicine > Medical Center,50.59,Arts and Entertainment > Laser Tag Center,48.81,Community and Government > Community Center,48.81
cupcake_shop,Dining and Drinking > Dessert Shop > Cupcake Shop,Cupcake Shop,4bf58dd8d48988d1bc941735,86.0,Dining and Drinking > Dessert Shop > Pie Shop,51.0,Retail > Pawn Shop,49.67,Dining and Drinking > Restaurant > Greek Restaurant > Souvlaki Shop,48.6,Dining and Drinking > Bagel Shop,48.45
currency_exchange,Business and Professional Services > Financial Service > Currency Exchange,Currency Exchange,5744ccdfe4b0c0459246b4be,86.0,Health and Medicine > Emergency Service,21.18,Business and Professional Services > Health and Beauty Service > Dry Cleaner,20.0,Dining and Drinking > Restaurant > Turkish Restaurant > Meyhane,20.0,Community and Government > Education > College and University > Community College,18.82
custom_cakes_shop,Dining and Drinking > Dessert Shop > Cupcake Shop,Cupcake Shop,4bf58dd8d48988d1bc941735,46.68,Retail > Smoke Shop,43.0,Business and Professional Services > Automotive Service > Smog Check Shop,41.33,Retail > Automotive Shop,41.33,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",39.19
