OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label
syrian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13350,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Syrian Restaurant
czech_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13136,Dining and Drinking > Restaurant > Czech Restaurant
eat_and_drink,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
drive_thru_bar,Food & Dining,Food & Dining,Dining and Drinking,13003,Dining and Drinking > Bar
distillery,Food & Dining,Food & Dining,Dining and Drinking,13050,Dining and Drinking > Distillery
cafe,Food & Dining,Food & Dining,Dining and Drinking,13032,"Dining and Drinking > Cafe, Coffee, and Tea House"
public_health_clinic,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
basque_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13151,Dining and Drinking > Restaurant > French Restaurant > Basque Restaurant
southern_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13091,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Southern Brazilian Restaurant
pop_up_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13171,Dining and Drinking > Restaurant > German Restaurant > German Pop-Up Restaurant
public_and_government_association,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
publicity_service,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
soul_food,Food & Dining,Food & Dining,Dining and Drinking,13052,Dining and Drinking > Food Court
restaurant_wholesale,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant
food_tours,Food & Dining,Food & Dining,Dining and Drinking,13052,Dining and Drinking > Food Court
uruguayan_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant
public_restrooms,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
live_and_raw_food_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13095,Dining and Drinking > Restaurant > Cajun and Creole Restaurant
scottish_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13337,Dining and Drinking > Restaurant > Scottish Restaurant
airport_lounge,Food & Dining,Food & Dining,Dining and Drinking,13016,Dining and Drinking > Bar > Lounge
filipino_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13146,Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant
taco_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13306,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant
molecular_gastronomy_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13311,Dining and Drinking > Restaurant > Molecular Gastronomy Restaurant
lebanese_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13298,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Lebanese Restaurant
canadian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant
salvadoran_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13333,Dining and Drinking > Restaurant > Latin American Restaurant > Salvadoran Restaurant
vegan_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13377,Dining and Drinking > Restaurant > Vegan and Vegetarian Restaurant
kosher_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13287,Dining and Drinking > Restaurant > Jewish Restaurant > Kosher Restaurant
trinidadian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant
pretzels,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
hot_dog_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13058,Dining and Drinking > Restaurant > Hot Dog Joint
jamaican_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant
donuts,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
pie_shop,Food & Dining,Food & Dining,Dining and Drinking,13048,Dining and Drinking > Dessert Shop > Pie Shop
frozen_yoghurt_shop,Food & Dining,Food & Dining,Dining and Drinking,13044,Dining and Drinking > Dessert Shop > Frozen Yogurt Shop
mexican_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13303,Dining and Drinking > Restaurant > Mexican Restaurant
poutinerie_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant
asian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13072,Dining and Drinking > Restaurant > Asian Restaurant
health_food_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13134,Dining and Drinking > Restaurant > Comfort Food Restaurant
pakistani_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13316,Dining and Drinking > Restaurant > Pakistani Restaurant
wine_bar,Food & Dining,Food & Dining,Dining and Drinking,13025,Dining and Drinking > Bar > Wine Bar
theme_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13354,Dining and Drinking > Restaurant > Theme Restaurant
polish_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13324,Dining and Drinking > Restaurant > Polish Restaurant
meat_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13181,Dining and Drinking > Restaurant > Greek Restaurant > Grilled Meat Restaurant
bartending_school,Food & Dining,Food & Dining,Dining and Drinking,13000,Dining and Drinking
colombian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13133,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Colombian Restaurant
